Id,SalePrice
1461,127175.4806963709
1462,162931.46089978717
1463,192787.03732905257
1464,200200.29373823665
1465,186766.3967725212
1466,175605.17662299372
1467,179438.7145254782
1468,163542.98140399647
1469,193591.04560532846
1470,129085.25823749021
1471,178785.08694565727
1472,96551.16814398536
1473,98060.85549405315
1474,146849.86152436602
1475,117142.82909927453
1476,370946.57098820066
1477,252434.28766306315
1478,298391.37137199333
1479,262212.1810403272
1480,479195.90048111853
1481,331930.188924561
1482,205463.6724409004
1483,182529.3605938575
1484,166414.14894744806
1485,184876.20288034534
1486,197594.20251196282
1487,326583.55942661664
1488,232200.63255466026
1489,212059.99582276237
1490,238305.43278036796
1491,193714.51357353406
1492,93620.76297362236
1493,195930.13063278858
1494,292249.33385440544
1495,280711.59328767547
1496,239866.83159280755
1497,174760.23876672416
1498,166730.75711254912
1499,162349.80924324377
1500,159547.6697769296
1501,193098.38664540017
1502,137435.9593300416
1503,279903.58417185355
1504,237294.415059997
1505,229152.65403510167
1506,184816.2964616626
1507,239944.9687808163
1508,203991.67134723772
1509,168141.92049243394
1510,144665.6642714156
1511,148329.06592894925
1512,169216.3121290381
1513,141517.834977269
1514,166933.47213275352
1515,197632.66487983524
1516,148686.639680924
1517,177018.8345028487
1518,129709.78520995782
1519,216464.30847714376
1520,133794.103068665
1521,138302.2978506135
1522,174438.8107563925
1523,115968.82078340578
1524,125618.66882986427
1525,122141.51970846008
1526,115904.73715726811
1527,109422.37006445674
1528,136202.92818753014
1529,153549.74092395965
1530,178898.78507651383
1531,112850.16394897096
1532,88017.01803691128
1533,148784.3260332622
1534,125976.46980848379
1535,152622.05904604535
1536,109228.28979786889
1537,76901.44455519793
1538,157530.78375446718
1539,194710.3576704202
1540,91532.84996055352
1541,152472.85694163805
1542,134122.28571925045
1543,215383.1276828043
1544,72343.79462007139
1545,111874.00106596728
1546,140612.54952865464
1547,130587.91687176458
1548,133291.39500550088
1549,108671.91349784404
1550,141355.64472558012
1551,116401.23204125636
1552,150684.0023968691
1553,152255.91122462862
1554,120181.84513260094
1555,168063.70137197123
1556,82874.80255129424
1557,112659.38273167764
1558,106528.43536202608
1559,75251.248115683
1560,129579.4717812858
1561,154030.63362195174
1562,130609.21751922597
1563,119294.90539983373
1564,151446.74279762822
1565,149659.1874486564
1566,240049.16305106445
1567,76524.79771485389
1568,229388.91987471114
1569,145547.55275312188
1570,144370.46576798827
1571,119367.76447453107
1572,146236.23205212847
1573,254863.34075503447
1574,124161.8328488381
1575,232722.85822557518
1576,264648.9120638297
1577,193132.45574111553
1578,140308.6074448048
1579,154892.05237152448
1580,187885.78473892313
1581,167909.35037299455
1582,125236.98811743727
1583,301595.03037036886
1584,213606.53301517788
1585,139585.61012467544
1586,61849.43757896302
1587,105003.28894977574
1588,160340.4616277363
1589,97702.06534342295
1590,127872.16690141778
1591,94119.32685680865
1592,118405.4390398534
1593,124421.44024901104
1594,133805.59116324293
1595,115845.68704659748
1596,224216.65457193687
1597,175433.85882795343
1598,200782.93411324924
1599,174007.65869570474
1600,168698.82774182674
1601,64129.995806416446
1602,128550.59718864936
1603,55120.036437570634
1604,268242.853448797
1605,228555.16510690562
1606,173381.06955535203
1607,184403.0478899418
1608,212607.15314829466
1609,184733.75254505978
1610,157737.98385033465
1611,139551.8099343555
1612,176994.72403940826
1613,167469.84544423147
1614,137163.55775961425
1615,82018.7261877332
1616,70732.2323734848
1617,89782.70177564373
1618,127642.25251678211
1619,137138.8309158612
1620,157480.14079842443
1621,143721.54713990766
1622,139407.09052121823
1623,285494.9543918217
1624,207347.18108977313
1625,127113.39042703666
1626,163801.8379979839
1627,189571.83624910578
1628,272571.1288401629
1629,186120.06965268007
1630,355553.87855402805
1631,235078.48003954763
1632,242911.6474516916
1633,175155.40259532403
1634,202401.09748721326
1635,180954.3989689777
1636,158113.4693578142
1637,204166.10431348358
1638,188981.63773043832
1639,178004.14093835547
1640,235960.79530625697
1641,171138.86679686783
1642,248735.3936310416
1643,214920.89063312282
1644,233689.2111115674
1645,199317.59576533583
1646,160465.4174260682
1647,160725.159644914
1648,131445.13495231746
1649,140624.4320076597
1650,113820.37428777735
1651,116742.30798700427
1652,101728.93302159058
1653,103805.59086476179
1654,143231.26481486787
1655,144266.504514664
1656,143329.6339433651
1657,151239.39517619475
1658,150718.7850327617
1659,127831.4036094278
1660,156201.6899258865
1661,425889.4542433678
1662,369419.7186716882
1663,393716.91472935874
1664,370436.1147363908
1665,344207.1359725741
1666,315969.55290518544
1667,355299.15502528544
1668,349737.8881188409
1669,299792.4469974931
1670,355925.55208265415
1671,253801.6012480592
1672,419584.9664492955
1673,280308.9862131188
1674,246775.96852014313
1675,194808.87414267854
1676,204161.4971874531
1677,221024.5958010113
1678,480838.61207181576
1679,375601.01923725
1680,349366.3442043533
1681,275536.2556510634
1682,318065.241250175
1683,185445.80477962125
1684,170124.36454425435
1685,172648.27066550226
1686,169892.71073035285
1687,175703.81433956366
1688,200955.09964880068
1689,197607.27332033686
1690,194145.0545237556
1691,189900.2506900737
1692,254740.05412305938
1693,174894.54346233665
1694,189388.52408840018
1695,166141.53358220193
1696,264722.36173553544
1697,167320.0084405308
1698,345734.2221895032
1699,306760.75398159894
1700,264071.26462609693
1701,262886.5369673403
1702,249575.7111632001
1703,243826.61104432726
1704,278810.7452331924
1705,238944.55327620194
1706,428960.9741713806
1707,216031.59025703173
1708,215367.49354231093
1709,272118.6333297432
1710,227240.88275663037
1711,262166.5541931373
1712,265172.99619795685
1713,277934.28091042506
1714,227485.6304819194
1715,219233.1443111656
1716,185114.39383173443
1717,172136.0707102755
1718,143844.5890193909
1719,216247.86592871812
1720,253070.51219177112
1721,163602.8469069393
1722,133717.08759596376
1723,157081.57836733287
1724,210825.27663950197
1725,235945.6061593434
1726,191410.26996974146
1727,161122.05165511408
1728,172889.5651633134
1729,165397.10505592256
1730,158636.84172388772
1731,117309.98528436449
1732,122256.92212888795
1733,121152.13388078734
1734,125200.98502049831
1735,134369.54990660754
1736,115226.62000587693
1737,324191.365333255
1738,248391.41641891745
1739,254831.2354904195
1740,247257.03107510757
1741,200664.12553866737
1742,186084.32278295924
1743,180506.86826033736
1744,357264.23097609286
1745,214889.8690615293
1746,191739.19278477418
1747,223801.23424978898
1748,216968.7362438045
1749,155971.889983663
1750,132089.7865168074
1751,235041.2353892772
1752,119698.02146747867
1753,150706.00685650122
1754,192271.83329076492
1755,182334.19476520957
1756,125566.29369745043
1757,124611.07906855358
1758,153634.4938087271
1759,162403.77788469777
1760,167554.10884011307
1761,143529.69982509842
1762,175835.7118197637
1763,168877.96263731614
1764,117625.74452442526
1765,169617.52669413592
1766,168002.05041618837
1767,233104.90108207916
1768,149941.6476549493
1769,175441.17698385115
1770,152630.4338991835
1771,133927.3145251081
1772,139891.6507457266
1773,132667.47010034087
1774,156203.54362633542
1775,141988.9990340576
1776,122783.63638968242
1777,109773.75243530478
1778,149498.0300978839
1779,136156.96496441518
1780,166602.1298489155
1781,134502.50442482776
1782,88155.74049535787
1783,150959.1186816151
1784,111353.17927350986
1785,135339.41154224833
1786,129834.16164027971
1787,175715.0032201162
1788,52542.002151121924
1789,100913.97471100927
1790,81209.58721178872
1791,173698.83458509855
1792,170320.8674152422
1793,130645.32120282606
1794,153661.2976248505
1795,132124.25199967105
1796,151112.76006138787
1797,114865.06185556587
1798,125245.70223934592
1799,112366.03188318312
1800,148229.26777051808
1801,121301.16615855272
1802,127033.1662170747
1803,148515.58564046846
1804,130213.25212008867
1805,137399.41035281972
1806,113452.18351526916
1807,127392.69743883773
1808,125778.07535337607
1809,125233.39311102952
1810,143514.46571998415
1811,94572.8784991066
1812,104875.05956092331
1813,123843.72617404343
1814,95205.41044313749
1815,55074.81898690498
1816,106931.49576206208
1817,134923.2421468322
1818,168300.5341684255
1819,140327.89108025204
1820,43295.45691179698
1821,110813.23123329846
1822,150597.29825115105
1823,30650.3078440802
1824,136824.8118675816
1825,148168.87708581274
1826,109757.71821514578
1827,96927.60265251595
1828,135598.26257515763
1829,115237.49941133993
1830,143943.79547643842
1831,147443.1725880057
1832,66151.78564390061
1833,158341.5919319513
1834,132392.79399388915
1835,120993.13978245201
1836,125552.52678299783
1837,80663.31859301413
1838,123341.23011352785
1839,100740.61077132105
1840,167719.35311384618
1841,142114.3177604706
1842,93963.39440557157
1843,139921.86663276562
1844,141183.96887683403
1845,148893.57335028847
1846,154402.2534296579
1847,185891.74060951668
1848,57785.42938271023
1849,110315.83863265192
1850,117768.84000587082
1851,164013.8716431612
1852,124552.01657132249
1853,130127.72451494112
1854,164154.89144631158
1855,156849.7092767179
1856,226487.10394977313
1857,156470.14767653946
1858,145536.89895954248
1859,117527.51854077884
1860,151423.82138774375
1861,118046.55741016736
1862,270164.65284782334
1863,259522.7550505349
1864,259994.31210209813
1865,366553.0878885245
1866,353210.0875655663
1867,233008.2156295818
1868,303174.8421993245
1869,199727.3203391616
1870,230265.2181777623
1871,255212.43250354394
1872,171662.28426114272
1873,241156.7122105484
1874,153036.3690492381
1875,197819.43367593223
1876,201824.4339918162
1877,210544.66260917037
1878,205755.46608043864
1879,136353.59099263855
1880,132662.96310209844
1881,253240.02541732916
1882,241161.0732880215
1883,186344.9790753172
1884,202811.79139231332
1885,234453.43086180472
1886,295333.1149340235
1887,200746.59933960892
1888,263540.31476558826
1889,168860.42300260067
1890,119261.89087718684
1891,128056.61970806972
1892,101726.89387824241
1893,132491.90303853652
1894,126166.59352963994
1895,139119.80202537938
1896,127309.50463578096
1897,122008.26536254244
1898,121360.3783417207
1899,152319.06112692622
1900,148845.2352602444
1901,169052.51100015012
1902,146851.8873537333
1903,200101.98319854002
1904,132834.33859669
1905,183695.4008051802
1906,150850.6289041349
1907,202003.53816650575
1908,104276.05928988321
1909,129206.47665436339
1910,116749.44592054264
1911,200948.4616353028
1912,333097.5270124594
1913,142425.1811911998
1914,50882.89888343256
1915,329813.86904181266
1916,42506.220802824304
1917,237837.83759409934
1918,142141.4384024478
1919,172311.5313133178
1920,141261.42922761163
1921,397704.8746566249
1922,341943.6978889773
1923,215503.91269062547
1924,226395.3360787012
1925,200910.94255821133
1926,395392.45611984504
1927,136901.09106117094
1928,154160.00863060262
1929,128340.61812656751
1930,144415.78658235937
1931,139709.93764877887
1932,144151.11807043408
1933,214763.66879108845
1934,183685.3417612455
1935,176885.77675270362
1936,202409.53499116865
1937,190444.99533088456
1938,182055.32659269293
1939,256898.3867585162
1940,188900.65391769138
1941,172140.6562105965
1942,189088.08124990607
1943,216754.43285731185
1944,371302.6835313356
1945,413403.43717115285
1946,154423.33865721186
1947,362050.762222831
1948,178392.88840538284
1949,250649.94232942566
1950,180226.3165223819
1951,249035.54962900165
1952,213552.43935558308
1953,175475.17398544168
1954,186388.9068791263
1955,130628.91959639057
1956,298942.2879154456
1957,159091.0240687845
1958,282162.18301640847
1959,135288.74736963946
1960,116085.01215461589
1961,123172.74550608045
1962,102935.51661000514
1963,105766.45884893712
1964,113440.26385936179
1965,145273.81349641128
1966,140249.18312685244
1967,295654.7141109591
1968,419384.7531830516
1969,407314.61865867465
1970,434286.6036224052
1971,452720.1777161075
1972,386069.30083643855
1973,269367.57098344073
1974,329465.46480721683
1975,433030.2183007762
1976,265300.28121187154
1977,339555.27159687795
1978,358858.8016361194
1979,338902.70401496266
1980,197490.63730765038
1981,349521.2770556905
1982,226144.14337813345
1983,209237.1801842162
1984,166162.57082301308
1985,228547.4043954329
1986,216220.9250340212
1987,189178.7688421536
1988,178365.70644397114
1989,193802.20481793288
1990,217284.71783419274
1991,238497.0213017331
1992,214809.69968810497
1993,167294.83709337068
1994,228826.4422832956
1995,184900.0777807385
1996,254297.1605801624
1997,309989.9033535083
1998,314738.2485706734
1999,264726.4529099938
2000,307282.005248582
2001,279281.5436809692
2002,231319.54190672745
2003,261821.27141299116
2004,282824.9749657086
2005,226168.17635295365
2006,228166.63155342184
2007,239064.65894744388
2008,222889.82214520284
2009,202407.9502028118
2010,186731.0506086774
2011,150543.72503710265
2012,174286.18856647596
2013,185133.33290197156
2014,195362.54552578877
2015,211586.77134776599
2016,200170.47889040422
2017,201329.25299571146
2018,118183.166287376
2019,137913.55437493455
2020,99242.23761822685
2021,104608.33856813029
2022,190852.3308595022
2023,151377.48726788064
2024,262796.2103463998
2025,366969.8113996389
2026,176474.44422310244
2027,165012.0981676759
2028,149771.14456348194
2029,168999.2935461976
2030,283310.39464888815
2031,231845.39829848224
2032,252013.5960795976
2033,263774.73406219634
2034,168062.20159171498
2035,227609.04704005935
2036,188850.30539535667
2037,192174.7042218418
2038,323953.658984358
2039,238582.87622961286
2040,288676.90945738746
2041,308513.4738895275
2042,205164.86950965857
2043,175784.02387967476
2044,172983.37014212855
2045,223096.71978753712
2046,143948.32064313197
2047,140417.83864673084
2048,137261.4569551613
2049,149019.7609956956
2050,172597.63705648034
2051,110905.65410339249
2052,124845.46566027745
2053,145677.46372863796
2054,92606.58906839354
2055,151279.76150203525
2056,141900.18841861075
2057,113686.15978838016
2058,226434.6987055423
2059,147442.84686602984
2060,165839.35020444455
2061,169403.1562838822
2062,132047.76786896185
