Id,SalePrice
1461,115330.99284371265
1462,144525.73803111663
1463,186605.3313216824
1464,199981.00488304844
1465,186037.6115561046
1466,171379.3281895581
1467,180859.07318850487
1468,164420.60619334827
1469,198311.42501780306
1470,134518.28570130942
1471,184158.67812862698
1472,91009.76030051996
1473,97531.36548363927
1474,150166.33575670523
1475,127558.1197922822
1476,371016.00040542963
1477,243357.0420295768
1478,271032.5952367709
1479,280182.465800507
1480,509251.58564674074
1481,340747.13094918337
1482,211463.0390880394
1483,171632.40042767252
1484,164600.0704262581
1485,178244.47261647027
1486,198434.1143060871
1487,316246.6839032981
1488,237250.16054723723
1489,188721.17828140498
1490,243953.26897329974
1491,187481.69551245318
1492,90792.02871199194
1493,204308.77063622695
1494,307127.8103512741
1495,300994.79162763315
1496,251059.7929910888
1497,186227.07691379878
1498,155965.24017164574
1499,161980.32622773907
1500,162565.25301491222
1501,178204.7248484535
1502,146729.06848401573
1503,276118.40825108683
1504,241000.31567941184
1505,228285.26078390187
1506,199800.95001130187
1507,256735.852480293
1508,192602.9721800368
1509,166644.6446167626
1510,151526.63441993514
1511,147203.05029029082
1512,169762.99032793773
1513,143037.03319520198
1514,160119.99236972825
1515,221346.42473223942
1516,146550.1786652136
1517,158968.76357274372
1518,134135.52411579594
1519,206028.44698841925
1520,135575.1750350763
1521,134120.18733794123
1522,162892.05203446568
1523,120275.7368212023
1524,126992.57353590938
1525,122712.3626482675
1526,129120.44246065381
1527,115643.57731931793
1528,146054.98090859372
1529,146810.72285691506
1530,189562.3843515897
1531,111597.9739523546
1532,111639.59680540426
1533,155094.68208887856
1534,127963.53241154653
1535,164760.62521456237
1536,109355.46974557484
1537,77047.0818515436
1538,155837.23331187406
1539,191739.36139123395
1540,84206.27893331074
1541,142491.21159446248
1542,152620.09940868997
1543,207362.6106376296
1544,94655.02546827457
1545,116534.25345473908
1546,131596.70255342798
1547,131096.05867734746
1548,129667.22263244676
1549,111981.76092815699
1550,124618.86677320974
1551,116666.38903630277
1552,131414.30685126103
1553,131337.7809892349
1554,127212.68382119536
1555,167026.5290487662
1556,90588.2832296232
1557,112526.8696816781
1558,100136.53640737451
1559,87221.38730867239
1560,146894.7512747254
1561,110988.78200107752
1562,129705.37331523592
1563,125023.92231624012
1564,160037.698100817
1565,157596.05290229255
1566,236503.4825223499
1567,83504.71632510444
1568,211151.57013524845
1569,118982.73439482771
1570,138990.52826993083
1571,107949.86578742202
1572,141968.5935471124
1573,237151.45949593812
1574,108214.23250039955
1575,224816.42575765107
1576,225656.97475917215
1577,182806.0383035184
1578,153500.3065155055
1579,157275.27763863918
1580,191853.5774063031
1581,149452.4074314028
1582,122636.42742974809
1583,309869.90916773095
1584,221247.49815689222
1585,142458.73694339543
1586,55588.208998880786
1587,98700.19837406729
1588,143617.51040799273
1589,99524.59734796043
1590,118790.43490032814
1591,96811.11490820171
1592,118834.10050102856
1593,113202.43773868037
1594,157076.10382882293
1595,123730.37499799053
1596,237262.36675987332
1597,188898.91715147774
1598,226019.32001513345
1599,170527.39636526172
1600,155020.05887660207
1601,81861.46120551773
1602,97363.54008408004
1603,87542.71636155268
1604,279646.68985690386
1605,231667.23260194968
1606,174428.53371791865
1607,149252.9356518774
1608,197493.81541862394
1609,172646.07420398897
1610,165669.8188426847
1611,137090.5065511403
1612,176841.0178697563
1613,161464.75130607907
1614,125427.95805236066
1615,81949.70621416144
1616,65144.964728523715
1617,95799.09963785074
1618,123907.81484797757
1619,141984.03594513107
1620,182110.19593188967
1621,138406.9207832706
1622,134983.75367834183
1623,284854.69228149566
1624,203315.23343940589
1625,113656.82950955743
1626,169912.56812372987
1627,191163.91188145135
1628,298913.8761720512
1629,183881.74224548283
1630,366516.21369640226
1631,225715.39647257488
1632,242128.84573618227
1633,171764.3501369231
1634,187196.43133305685
1635,180067.46042983173
1636,154620.5548928899
1637,187965.66317888602
1638,205994.4507025664
1639,184065.41501984184
1640,265838.64352476376
1641,186367.31984149755
1642,252276.98995465072
1643,238771.77988635036
1644,238210.2824083032
1645,205731.59849087472
1646,161391.3994369481
1647,158704.9159880576
1648,142260.1842960764
1649,137155.36681842254
1650,129517.26420643154
1651,122693.18565992845
1652,98543.76487686203
1653,113826.69298963362
1654,139280.5571859218
1655,166904.1903270045
1656,144322.91563610578
1657,141759.63718883853
1658,143060.96934773467
1659,136093.78616075366
1660,151862.24222996653
1661,466866.9031883123
1662,404284.9061436857
1663,389139.5631338636
1664,583888.6106760491
1665,309027.25746708934
1666,338248.34963549895
1667,395843.1678919679
1668,342762.78064205067
1669,298390.4826856877
1670,338914.080120926
1671,256194.97738499506
1672,443103.05009527376
1673,293235.58441772615
1674,247179.1662931137
1675,204159.34508853973
1676,206576.29602360268
1677,219795.62577676013
1678,525167.6601706833
1679,425215.8558683486
1680,330767.41542746034
1681,243453.89145899398
1682,317119.52966592147
1683,204084.96328273808
1684,175552.75748683463
1685,173045.59011123047
1686,170894.18161806473
1687,171672.35026928803
1688,192688.9701037274
1689,185890.2292145062
1690,192026.66387382845
1691,177944.84096625456
1692,260365.99724442416
1693,181715.02890411773
1694,184043.71226349598
1695,169622.87639333095
1696,272175.24885304377
1697,178675.94085589258
1698,360363.4276704065
1699,316439.55116965447
1700,250923.88342391627
1701,271361.42046180635
1702,252051.83944218568
1703,248974.7140749589
1704,297931.1130011622
1705,232602.2679470633
1706,524444.3335976294
1707,216508.87903744748
1708,204753.09400753686
1709,269221.2622467991
1710,230550.95456303432
1711,269902.6111587059
1712,264448.3442451168
1713,300127.8464006537
1714,218811.2336870512
1715,214932.74501802513
1716,172205.83100226123
1717,160242.7958757806
1718,142012.99979053703
1719,213913.29844071888
1720,232550.0583402733
1721,149849.60346261188
1722,133908.76143493058
1723,160975.58126689304
1724,194191.25038096713
1725,227044.23879389532
1726,194007.70958057125
1727,159447.1132521806
1728,187504.6047540833
1729,170970.12882042918
